"Class Name - Live Allocated Objects";"Live Bytes";"Live Objects";"Allocated Objects";"Avg. Age";"Generations"
"java.lang.ProcessEnvironment$StringEnvironment";"0";"0";"0";"0.00";"0"
"java.lang.ProcessEnvironment$StringKeySet";"0";"0";"0";"0.00";"0"
"java.lang.ProcessEnvironment$StringEntrySet";"0";"0";"0";"0.00";"0"
"java.lang.ProcessEnvironment$StringValues";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.wrapper.PKCS11$SynchronizedPKCS11";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.wrapper.PKCS11";"0";"0";"0";"0.00";"0"
"java.util.Hashtable$KeySet";"0";"0";"0";"0.00";"0"
"java.util.Hashtable$ValueCollection";"0";"0";"0";"0.00";"0"
"java.beans.ChangeListenerMap";"0";"0";"0";"0.00";"0"
"java.net.Socket$2";"0";"0";"0";"0.00";"0"
"sun.util.locale.LocaleExtensions";"0";"0";"0";"0.00";"0"
"sun.util.locale.Extension";"0";"0";"0";"0.00";"0"
"sun.util.calendar.ZoneInfoFile$1";"0";"0";"0";"0.00";"0"
"java.nio.file.LinkOption[]";"0";"0";"0";"0.00";"0"
"sun.security.action.GetBooleanAction";"0";"0";"0";"0.00";"0"
"java.util.concurrent.locks.ReentrantLock$Sync";"0";"0";"0";"0.00";"0"
"java.lang.IllegalMonitorStateException";"0";"0";"0";"0.00";"0"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject";"0";"0";"0";"0.00";"0"
"java.lang.ThreadGroup";"0";"0";"0";"0.00";"0"
"java.lang.IllegalThreadStateException";"0";"0";"0";"0.00";"0"
"java.lang.ThreadGroup[]";"0";"0";"0";"0.00";"0"
"java.lang.Thread[]";"0";"0";"0";"0.00";"0"
"java.security.Permission";"0";"0";"0";"0.00";"0"
"java.util.LinkedHashMap$LinkedHashIterator";"0";"0";"0";"0.00";"0"
"java.net.InetAddress";"0";"0";"0";"0.00";"0"
"java.net.InetAddress[]";"0";"0";"0";"0.00";"0"
"java.net.InetAddress$1";"0";"0";"0";"0.00";"0"
"java.net.InetAddress$2";"0";"0";"0";"0.00";"0"
"java.net.InetAddress$Cache";"0";"0";"0";"0.00";"0"
"sun.security.util.Debug";"0";"0";"0";"0.00";"0"
"sun.misc.FloatingDecimal$1";"0";"0";"0";"0.00";"0"
"java.io.SerialCallbackContext";"0";"0";"0";"0.00";"0"
"java.io.ObjectOutputStream$1";"0";"0";"0";"0.00";"0"
"java.nio.charset.StandardCharsets";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$WeakClassKey";"0";"0";"0";"0.00";"0"
"java.io.ObjectOutputStream$PutFieldImpl";"0";"0";"0";"0.00";"0"
"sun.management.GcInfoBuilder";"0";"0";"0";"0.00";"0"
"javax.management.Notification";"0";"0";"0";"0.00";"0"
"com.sun.management.GarbageCollectionNotificationInfo";"0";"0";"0";"0.00";"0"
"java.io.NotActiveException";"0";"0";"0";"0.00";"0"
"javax.management.InstanceNotFoundException";"0";"0";"0";"0.00";"0"
"javax.management.RuntimeMBeanException";"0";"0";"0";"0.00";"0"
"javax.management.RuntimeErrorException";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.ObjectInputStreamWithLoader";"0";"0";"0";"0.00";"0"
"javax.management.OperationsException";"0";"0";"0";"0.00";"0"
"java.net.URLConnection";"0";"0";"0";"0.00";"0"
"java.net.URLConnection$1";"0";"0";"0";"0.00";"0"
"java.net.UnknownServiceException";"0";"0";"0";"0.00";"0"
"java.io.ObjectOutputStream$DebugTraceInfoStack";"0";"0";"0";"0.00";"0"
"java.io.ObjectOutputStream$ReplaceTable";"0";"0";"0";"0.00";"0"
"java.nio.channels.FileChannel$MapMode";"0";"0";"0";"0.00";"0"
"java.io.ObjectOutputStream$HandleTable";"0";"0";"0";"0.00";"0"
"java.io.ObjectOutputStream$BlockDataOutputStream";"0";"0";"0";"0.00";"0"
"java.nio.ByteBuffer";"0";"0";"0";"0.00";"0"
"java.io.ObjectOutputStream";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.TabularDataSupport";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.CompositeDataSupport";"0";"0";"0";"0.00";"0"
"java.lang.Long$LongCache";"0";"0";"0";"0.00";"0"
"java.lang.Long[]";"0";"0";"0";"0.00";"0"
"java.util.WeakHashMap$KeySet";"0";"0";"0";"0.00";"0"
"java.util.WeakHashMap$KeyIterator";"0";"0";"0";"0.00";"0"
"sun.util.resources.OpenListResourceBundle";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.PerInterface$InitMaps";"0";"0";"0";"0.00";"0"
"sun.nio.fs.UnixNativeDispatcher";"0";"0";"0";"0.00";"0"
"sun.nio.cs.UTF_16BE";"0";"0";"0";"0.00";"0"
"sun.nio.cs.UTF_16BE$Decoder";"0";"0";"0";"0.00";"0"
"sun.nio.cs.UTF_16BE$Encoder";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.MXBeanIntrospector";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap";"0";"0";"0";"0.00";"0"
"javax.management.Descriptor[]";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.OpenMBeanAttributeInfoSupport";"0";"0";"0";"0.00";"0"
"javax.management.MBeanParameterInfo[]";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.OpenMBeanParameterInfoSupport";"0";"0";"0";"0.00";"0"
"javax.management.MBeanParameterInfo";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.OpenMBeanParameterInfo[]";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.OpenMBeanOperationInfoSupport";"0";"0";"0";"0.00";"0"
"javax.management.MBeanOperationInfo";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap";"0";"0";"0";"0.00";"0"
"sun.misc.OSEnvironment";"0";"0";"0";"0.00";"0"
"java.io.Writer";"0";"0";"0";"0.00";"0"
"java.net.Socket";"0";"0";"0";"0.00";"0"
"java.net.PlainSocketImpl";"0";"0";"0";"0.00";"0"
"java.net.Socket$1";"0";"0";"0";"0.00";"0"
"java.net.Socket$3";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.wrapper.CK_ATTRIBUTE[]";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.wrapper.CK_MECHANISM";"0";"0";"0";"0.00";"0"
"java.io.StreamTokenizer";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.GetPropertyAction";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.Secmod$DbMode";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.Secmod$DbMode[]";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.TemplateManager$Template";"0";"0";"0";"0.00";"0"
"java.lang.management.ManagementFactory$2";"0";"0";"0";"0.00";"0"
"sun.security.util.MemoryCache$HardCacheEntry";"0";"0";"0";"0.00";"0"
"sun.security.util.MemoryCache";"0";"0";"0";"0.00";"0"
"java.util.IdentityHashMap$Values";"0";"0";"0";"0.00";"0"
"java.util.IdentityHashMap$EntrySet";"0";"0";"0";"0.00";"0"
"sun.security.jca.ProviderConfig$3";"0";"0";"0";"0.00";"0"
"java.text.Format$Field";"0";"0";"0";"0.00";"0"
"sun.management.NotificationEmitterSupport";"0";"0";"0";"0.00";"0"
"sun.management.NotificationEmitterSupport$ListenerInfo";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$15";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$14";"0";"0";"0";"0.00";"0"
"java.lang.NoSuchMethodError";"0";"0";"0";"0.00";"0"
"java.util.HashMap$Holder";"0";"0";"0";"0.00";"0"
"java.lang.ClassLoader";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$13";"0";"0";"0";"0.00";"0"
"java.lang.ClassLoader$1";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$11";"0";"0";"0";"0.00";"0"
"java.security.ProtectionDomain[]";"0";"0";"0";"0.00";"0"
"java.lang.NoClassDefFoundError";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$10";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$9";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$7";"0";"0";"0";"0.00";"0"
"java.lang.SystemClassLoaderAction";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$5";"0";"0";"0";"0.00";"0"
"java.lang.Package[]";"0";"0";"0";"0.00";"0"
"java.lang.UnsatisfiedLinkError";"0";"0";"0";"0.00";"0"
"java.lang.ClassLoader$3";"0";"0";"0";"0.00";"0"
"java.lang.ClassLoader$NativeLibrary";"0";"0";"0";"0.00";"0"
"java.net.URLStreamHandler";"0";"0";"0";"0.00";"0"
"sun.security.util.BitArray";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$4";"0";"0";"0";"0.00";"0"
"java.text.Format[]";"0";"0";"0";"0.00";"0"
"java.lang.StringBuilder[]";"0";"0";"0";"0.00";"0"
"java.text.AttributedCharacterIterator[]";"0";"0";"0";"0.00";"0"
"java.text.ParsePosition";"0";"0";"0";"0.00";"0"
"java.text.ParseException";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$3";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent[]";"0";"0";"0";"0.00";"0"
"java.text.ChoiceFormat";"0";"0";"0";"0.00";"0"
"java.nio.HeapByteBufferR";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsCharBufferB";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsCharBufferL";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsShortBufferB";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsShortBufferL";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsIntBufferB";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsIntBufferL";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsLongBufferB";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsLongBufferL";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsFloatBufferB";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsFloatBufferL";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsDoubleBufferB";"0";"0";"0";"0.00";"0"
"java.nio.ByteBufferAsDoubleBufferL";"0";"0";"0";"0.00";"0"
"java.security.AuthProvider";"0";"0";"0";"0.00";"0"
"sun.net.www.protocol.jar.Handler";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent$1";"0";"0";"0";"0.00";"0"
"java.lang.management.PlatformComponent";"0";"0";"0";"0.00";"0"
"sun.security.util.ObjectIdentifier";"0";"0";"0";"0.00";"0"
"java.io.OutputStreamWriter";"0";"0";"0";"0.00";"0"
"java.io.FilterInputStream";"0";"0";"0";"0.00";"0"
"java.io.BufferedWriter";"0";"0";"0";"0.00";"0"
"java.util.concurrent.locks.ReentrantReadWriteLock$FairSync";"0";"0";"0";"0.00";"0"
"java.util.Properties$LineReader";"0";"0";"0";"0.00";"0"
"java.security.spec.RSAPrivateKeySpec";"0";"0";"0";"0.00";"0"
"java.io.ObjectInputStream";"0";"0";"0";"0.00";"0"
"java.io.ObjectInputStream$HandleTable";"0";"0";"0";"0.00";"0"
"java.io.ObjectInputStream$ValidationList";"0";"0";"0";"0.00";"0"
"java.io.ObjectInputStream$GetFieldImpl";"0";"0";"0";"0.00";"0"
"java.lang.IllegalAccessError";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass";"0";"0";"0";"0.00";"0"
"java.io.ObjectInputStream$1";"0";"0";"0";"0.00";"0"
"java.io.OptionalDataException";"0";"0";"0";"0.00";"0"
"java.io.WriteAbortedException";"0";"0";"0";"0.00";"0"
"java.io.InvalidClassException";"0";"0";"0";"0.00";"0"
"java.nio.file.FileSystem";"0";"0";"0";"0.00";"0"
"java.security.spec.RSAPrivateCrtKeySpec";"0";"0";"0";"0.00";"0"
"sun.misc.MetaIndex";"0";"0";"0";"0.00";"0"
"java.io.FileReader";"0";"0";"0";"0.00";"0"
"sun.misc.Hashing";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.PerInterface";"0";"0";"0";"0.00";"0"
"java.security.spec.PKCS8EncodedKeySpec";"0";"0";"0";"0.00";"0"
"sun.nio.cs.Unicode";"0";"0";"0";"0.00";"0"
"javax.management.MBeanServerFactory";"0";"0";"0";"0.00";"0"
"javax.management.JMRuntimeException";"0";"0";"0";"0.00";"0"
"javax.management.MBeanServerPermission";"0";"0";"0";"0.00";"0"
"java.io.FileDescriptor$1";"0";"0";"0";"0.00";"0"
"sun.util.logging.PlatformLogger";"0";"0";"0";"0.00";"0"
"sun.util.logging.PlatformLogger$JavaLogger";"0";"0";"0";"0.00";"0"
"sun.util.logging.PlatformLogger$LoggerProxy";"0";"0";"0";"0.00";"0"
"sun.util.logging.PlatformLogger$1";"0";"0";"0";"0.00";"0"
"java.lang.reflect.AccessibleObject";"0";"0";"0";"0.00";"0"
"java.lang.reflect.ReflectPermission";"0";"0";"0";"0.00";"0"
"sun.nio.fs.UnixFileAttributes";"0";"0";"0";"0.00";"0"
"sun.nio.fs.UnixFileKey";"0";"0";"0";"0.00";"0"
"java.text.MessageFormat$Field";"0";"0";"0";"0.00";"0"
"sun.security.rsa.RSACore";"0";"0";"0";"0.00";"0"
"javax.crypto.BadPaddingException";"0";"0";"0";"0.00";"0"
"sun.security.rsa.RSACore$BlindingParameters";"0";"0";"0";"0.00";"0"
"sun.security.x509.X500Name$1";"0";"0";"0";"0.00";"0"
"sun.nio.fs.NativeBuffer$Deallocator";"0";"0";"0";"0.00";"0"
"java.net.InetAddress$CacheEntry";"0";"0";"0";"0.00";"0"
"java.util.ResourceBundle$RBClassLoader";"0";"0";"0";"0.00";"0"
"java.util.ResourceBundle$RBClassLoader$1";"0";"0";"0";"0.00";"0"
"java.security.spec.RSAPublicKeySpec";"0";"0";"0";"0.00";"0"
"java.util.regex.Pattern$BnM";"0";"0";"0";"0.00";"0"
"java.util.regex.Pattern$BnMS";"0";"0";"0";"0.00";"0"
"java.lang.UNIXProcess$DeferredCloseInputStream";"0";"0";"0";"0.00";"0"
"java.util.logging.LogManager$RootLogger";"0";"0";"0";"0.00";"0"
"sun.util.resources.LocaleData$LocaleDataResourceBundleControl";"0";"0";"0";"0.00";"0"
"sun.security.x509.OtherName";"0";"0";"0";"0.00";"0"
"sun.security.x509.DNSName";"0";"0";"0";"0.00";"0"
"sun.security.x509.URIName";"0";"0";"0";"0.00";"0"
"sun.security.x509.IPAddressName";"0";"0";"0";"0.00";"0"
"sun.security.x509.OIDName";"0";"0";"0";"0.00";"0"
"sun.security.x509.EDIPartyName";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$ExceptionInfo";"0";"0";"0";"0.00";"0"
"sun.misc.VM";"0";"0";"0";"0.00";"0"
"sun.security.pkcs.ContentInfo";"0";"0";"0";"0.00";"0"
"java.util.TreeMap$Values";"0";"0";"0";"0.00";"0"
"java.util.TreeMap$ValueIterator";"0";"0";"0";"0.00";"0"
"sun.security.rsa.RSAPrivateKeyImpl";"0";"0";"0";"0.00";"0"
"java.util.Locale[]";"0";"0";"0";"0.00";"0"
"sun.util.LocaleServiceProviderPool$2";"0";"0";"0";"0.00";"0"
"java.util.Locale$Builder";"0";"0";"0";"0.00";"0"
"java.util.Locale";"0";"0";"0";"0.00";"0"
"java.lang.StringIndexOutOfBoundsException";"0";"0";"0";"0.00";"0"
"sun.util.PreHashedMap";"0";"0";"0";"0.00";"0"
"sun.util.PreHashedMap$1";"0";"0";"0";"0.00";"0"
"sun.util.PreHashedMap$2";"0";"0";"0";"0.00";"0"
"java.util.AbstractCollection";"0";"0";"0";"0.00";"0"
"sun.security.provider.NativePRNG$RandomIO$1";"0";"0";"0";"0.00";"0"
"sun.nio.fs.DefaultFileSystemProvider$1";"0";"0";"0";"0.00";"0"
"java.text.AttributedCharacterIterator$Attribute";"0";"0";"0";"0.00";"0"
"sun.security.pkcs.PKCS9Attribute";"0";"0";"0";"0.00";"0"
"sun.security.pkcs.SignerInfo[]";"0";"0";"0";"0.00";"0"
"sun.security.pkcs.SigningCertificateInfo";"0";"0";"0";"0.00";"0"
"sun.security.util.DerOutputStream[]";"0";"0";"0";"0.00";"0"
"sun.security.util.ObjectIdentifier[]";"0";"0";"0";"0.00";"0"
"java.lang.Byte[][]";"0";"0";"0";"0.00";"0"
"java.lang.Byte[]";"0";"0";"0";"0.00";"0"
"java.lang.ExceptionInInitializerError";"0";"0";"0";"0.00";"0"
"sun.security.x509.NetscapeCertTypeExtension";"0";"0";"0";"0.00";"0"
"sun.security.x509.NetscapeCertTypeExtension$MapEntry[]";"0";"0";"0";"0.00";"0"
"java.net.SocketPermission";"0";"0";"0";"0.00";"0"
"sun.util.calendar.BaseCalendar$Date";"0";"0";"0";"0.00";"0"
"java.util.logging.LogManager$1";"0";"0";"0";"0.00";"0"
"java.util.logging.LogManager";"0";"0";"0";"0.00";"0"
"java.lang.Shutdown";"0";"0";"0";"0.00";"0"
"java.lang.Runnable[]";"0";"0";"0";"0.00";"0"
"java.lang.Shutdown$Lock";"0";"0";"0";"0.00";"0"
"java.net.JarURLConnection";"0";"0";"0";"0.00";"0"
"java.net.MalformedURLException";"0";"0";"0";"0.00";"0"
"java.util.Collections$EmptyIterator";"0";"0";"0";"0.00";"0"
"sun.security.provider.X509Factory";"0";"0";"0";"0.00";"0"
"sun.security.x509.X509CertImpl";"0";"0";"0";"0.00";"0"
"sun.security.x509.X509CRLImpl";"0";"0";"0";"0.00";"0"
"sun.security.util.Cache$EqualByteArray";"0";"0";"0";"0.00";"0"
"sun.security.provider.certpath.X509CertPath";"0";"0";"0";"0.00";"0"
"java.security.cert.CRLException";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder";"0";"0";"0";"0.00";"0"
"sun.security.x509.OIDMap$OIDInfo";"0";"0";"0";"0.00";"0"
"java.util.Locale$Cache";"0";"0";"0";"0.00";"0"
"java.security.AccessControlContext$1";"0";"0";"0";"0.00";"0"
"java.security.AccessControlException";"0";"0";"0";"0.00";"0"
"java.util.TimeZone";"0";"0";"0";"0.00";"0"
"sun.security.rsa.RSAPrivateCrtKeyImpl";"0";"0";"0";"0.00";"0"
"sun.net.www.protocol.file.Handler";"0";"0";"0";"0.00";"0"
"sun.security.rsa.RSAPublicKeyImpl";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$1";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$EntryFuture";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$2";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$ClassDataSlot";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$ClassDataSlot[]";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$MemberSignature[]";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$MemberSignature";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$3";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$4";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$5";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$FieldReflectorKey";"0";"0";"0";"0.00";"0"
"java.io.ObjectStreamClass$FieldReflector";"0";"0";"0";"0.00";"0"
"java.lang.CharacterData";"0";"0";"0";"0.00";"0"
"java.security.spec.InvalidKeySpecException";"0";"0";"0";"0.00";"0"
"java.io.FileSystem";"0";"0";"0";"0.00";"0"
"java.nio.MappedByteBuffer";"0";"0";"0";"0.00";"0"
"java.security.Signature";"0";"0";"0";"0.00";"0"
"java.security.NoSuchProviderException";"0";"0";"0";"0.00";"0"
"sun.security.jca.ServiceId[]";"0";"0";"0";"0.00";"0"
"sun.security.jca.ServiceId";"0";"0";"0";"0.00";"0"
"java.util.Arrays";"0";"0";"0";"0.00";"0"
"sun.security.rsa.RSAKeyFactory";"0";"0";"0";"0.00";"0"
"float[]";"0";"0";"0";"0.00";"0"
"java.lang.Character";"0";"0";"0";"0.00";"0"
"sun.misc.CEFormatException";"0";"0";"0";"0.00";"0"
"javax.management.StandardMBean";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.OpenMBeanConstructorInfoSupport";"0";"0";"0";"0.00";"0"
"javax.management.MBeanConstructorInfo";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.OpenMBeanParameterInfoSupport[]";"0";"0";"0";"0.00";"0"
"javax.management.MBeanConstructorInfo[]";"0";"0";"0";"0.00";"0"
"javax.management.MBeanOperationInfo[]";"0";"0";"0";"0.00";"0"
"javax.management.StandardMBean$MBeanInfoSafeAction";"0";"0";"0";"0.00";"0"
"java.nio.file.FileSystems";"0";"0";"0";"0.00";"0"
"java.nio.file.ProviderNotFoundException";"0";"0";"0";"0.00";"0"
"sun.management.Util";"0";"0";"0";"0.00";"0"
"java.lang.Character[]";"0";"0";"0";"0.00";"0"
"java.lang.Character$CharacterCache";"0";"0";"0";"0.00";"0"
"java.lang.Class$MethodArray";"0";"0";"0";"0.00";"0"
"java.lang.ProcessEnvironment$Value";"0";"0";"0";"0.00";"0"
"java.util.HashMap$EntryIterator";"0";"0";"0";"0.00";"0"
"java.nio.DirectByteBuffer";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.wrapper.Functions";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.wrapper.Functions$Flags";"0";"0";"0";"0.00";"0"
"java.lang.reflect.Proxy";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.WeakIdentityHashMap";"0";"0";"0";"0.00";"0"
"java.nio.Bits$1$1";"0";"0";"0";"0.00";"0"
"java.util.logging.LogManager$2";"0";"0";"0";"0.00";"0"
"java.util.logging.Logger";"0";"0";"0";"0.00";"0"
"java.util.logging.LogManager$3";"0";"0";"0";"0.00";"0"
"java.util.logging.LogManager$LoggerWeakRef";"0";"0";"0";"0.00";"0"
"java.util.logging.LogManager$4";"0";"0";"0";"0.00";"0"
"java.util.logging.LogManager$5";"0";"0";"0";"0.00";"0"
"java.util.logging.Logging";"0";"0";"0";"0.00";"0"
"java.util.logging.Handler[]";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.SimpleType";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.SimpleType[]";"0";"0";"0";"0.00";"0"
"java.nio.channels.spi.AbstractInterruptibleChannel";"0";"0";"0";"0.00";"0"
"java.nio.channels.spi.AbstractInterruptibleChannel$1";"0";"0";"0";"0.00";"0"
"java.nio.channels.ClosedByInterruptException";"0";"0";"0";"0.00";"0"
"java.nio.channels.AsynchronousCloseException";"0";"0";"0";"0.00";"0"
"java.nio.Bits$1";"0";"0";"0";"0.00";"0"
"sun.security.util.ManifestDigester";"0";"0";"0";"0.00";"0"
"java.util.jar.JarVerifier$VerifierCodeSource";"0";"0";"0";"0.00";"0"
"java.security.CodeSource[]";"0";"0";"0";"0.00";"0"
"java.util.jar.JarVerifier$1";"0";"0";"0";"0.00";"0"
"java.util.jar.JarVerifier$2";"0";"0";"0";"0.00";"0"
"java.util.jar.JarVerifier$4";"0";"0";"0";"0.00";"0"
"sun.nio.ch.NativeThread";"0";"0";"0";"0.00";"0"
"java.util.logging.LogRecord";"0";"0";"0";"0.00";"0"
"javax.management.ObjectInstance";"0";"0";"0";"0.00";"0"
"javax.management.ObjectName";"0";"0";"0";"0.00";"0"
"java.lang.UNIXProcess$1";"0";"0";"0";"0.00";"0"
"sun.misc.FDBigInt[]";"0";"0";"0";"0.00";"0"
"sun.misc.FDBigInt";"0";"0";"0";"0.00";"0"
"sun.security.provider.SHA";"0";"0";"0";"0.00";"0"
"java.lang.ref.Finalizer$FinalizerThread";"0";"0";"0";"0.00";"0"
"java.util.LinkedHashMap$ValueIterator";"0";"0";"0";"0.00";"0"
"java.security.MessageDigestSpi";"0";"0";"0";"0.00";"0"
"java.lang.ProcessImpl";"0";"0";"0";"0.00";"0"
"java.lang.UNIXProcess";"0";"0";"0";"0.00";"0"
"java.nio.file.spi.FileSystemProvider";"0";"0";"0";"0.00";"0"
"java.nio.file.spi.FileSystemProvider$1";"0";"0";"0";"0.00";"0"
"java.nio.file.OpenOption[]";"0";"0";"0";"0.00";"0"
"java.nio.file.attribute.FileAttribute[]";"0";"0";"0";"0.00";"0"
"sun.security.util.Cache";"0";"0";"0";"0.00";"0"
"java.nio.DirectLongBufferU";"0";"0";"0";"0.00";"0"
"java.nio.DirectLongBufferRU";"0";"0";"0";"0.00";"0"
"java.lang.ArrayStoreException";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.ArrayType";"0";"0";"0";"0.00";"0"
"java.security.SecureClassLoader";"0";"0";"0";"0.00";"0"
"javax.management.IntrospectionException";"0";"0";"0";"0.00";"0"
"java.util.jar.JavaUtilJarAccessImpl";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.SessionManager$Pool";"0";"0";"0";"0.00";"0"
"sun.security.provider.Sun";"0";"0";"0";"0.00";"0"
"sun.security.util.DerInputBuffer";"0";"0";"0";"0.00";"0"
"java.nio.Bits";"0";"0";"0";"0.00";"0"
"sun.util.locale.BaseLocale$Cache";"0";"0";"0";"0.00";"0"
"sun.util.locale.BaseLocale";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.wrapper.CK_SLOT_INFO";"0";"0";"0";"0.00";"0"
"java.nio.channels.FileChannel";"0";"0";"0";"0.00";"0"
"java.net.Inet6Address";"0";"0";"0";"0.00";"0"
"java.lang.ref.ReferenceQueue$Null";"0";"0";"0";"0.00";"0"
"java.io.DeleteOnExitHook";"0";"0";"0";"0.00";"0"
"java.nio.Buffer";"0";"0";"0";"0.00";"0"
"java.nio.InvalidMarkException";"0";"0";"0";"0.00";"0"
"sun.security.x509.X509Key";"0";"0";"0";"0.00";"0"
"java.lang.AbstractStringBuilder";"0";"0";"0";"0.00";"0"
"sun.misc.Launcher$AppClassLoader";"0";"0";"0";"0.00";"0"
"sun.misc.Launcher$AppClassLoader$1";"0";"0";"0";"0.00";"0"
"sun.misc.PathPermissions";"0";"0";"0";"0.00";"0"
"java.lang.StrictMath";"0";"0";"0";"0.00";"0"
"java.lang.IncompatibleClassChangeError";"0";"0";"0";"0.00";"0"
"java.util.Hashtable$Holder";"0";"0";"0";"0.00";"0"
"java.security.cert.CertPath";"0";"0";"0";"0.00";"0"
"java.security.cert.CertPath$CertPathRep";"0";"0";"0";"0.00";"0"
"sun.security.provider.ByteArrayAccess";"0";"0";"0";"0.00";"0"
"sun.misc.Launcher$ExtClassLoader";"0";"0";"0";"0.00";"0"
"sun.misc.Launcher$ExtClassLoader$1";"0";"0";"0";"0.00";"0"
"java.lang.Number";"0";"0";"0";"0.00";"0"
"sun.util.locale.LocaleObjectCache";"0";"0";"0";"0.00";"0"
"java.net.Inet4Address";"0";"0";"0";"0.00";"0"
"sun.nio.fs.UnixFileSystem";"0";"0";"0";"0.00";"0"
"java.nio.file.Path[]";"0";"0";"0";"0.00";"0"
"sun.nio.fs.UnixFileSystem$1";"0";"0";"0";"0.00";"0"
"sun.nio.fs.UnixFileSystem$2";"0";"0";"0";"0.00";"0"
"sun.nio.fs.UnixFileSystem$3";"0";"0";"0";"0.00";"0"
"sun.nio.cs.StandardCharsets$Classes";"0";"0";"0";"0.00";"0"
"sun.security.jca.ProviderList$1";"0";"0";"0";"0.00";"0"
