"Class Name - Live Allocated Objects";"Live Bytes";"Live Objects";"Allocated Objects";"Avg. Age";"Generations"
"org.apache.tika.parser.txt.CharsetRecog_mbcs$CharsetRecog_euc$CharsetRecog_euc_jp";"8";"1";"1";"111.00";"1"
"org.apache.pdfbox.encoding.EncodingManager";"8";"1";"1";"207.00";"1"
"org.apache.tika.config.LoadErrorHandler$2";"8";"1";"1";"213.00";"1"
"org.apache.tika.config.LoadErrorHandler$3";"8";"1";"1";"213.00";"1"
"sun.net.DefaultProgressMeteringPolicy";"8";"1";"1";"214.00";"1"
"org.apache.tika.sax.xpath.Matcher";"8";"1";"1";"213.00";"1"
"org.apache.tika.parser.txt.CharsetRecog_UTF8";"8";"1";"1";"111.00";"1"
"java.lang.CharacterData00";"8";"1";"1";"207.00";"1"
"org.apache.tika.sax.xpath.NodeMatcher";"8";"1";"1";"213.00";"1"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.NOTATIONDatatypeValidator";"8";"1";"1";"214.00";"1"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.NMTOKENDatatypeValidator";"8";"1";"1";"214.00";"1"
"org.apache.tika.sax.xpath.TextMatcher";"8";"1";"1";"213.00";"1"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.IDREFDatatypeValidator";"8";"1";"1";"214.00";"1"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.IDDatatypeValidator";"8";"1";"1";"214.00";"1"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator";"8";"1";"1";"214.00";"1"
"org.apache.tika.parser.txt.CharsetRecog_Unicode$CharsetRecog_UTF_16_BE";"8";"1";"1";"111.00";"1"
"org.apache.tika.parser.txt.CharsetRecog_Unicode$CharsetRecog_UTF_16_LE";"8";"1";"1";"111.00";"1"
"org.apache.tika.parser.txt.CharsetRecog_Unicode$CharsetRecog_UTF_32_BE";"8";"1";"1";"111.00";"1"
"org.apache.tika.parser.txt.CharsetRecog_Unicode$CharsetRecog_UTF_32_LE";"8";"1";"1";"111.00";"1"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.StringDatatypeValidator";"8";"1";"1";"214.00";"1"
"com.sun.org.apache.xerces.internal.utils.SecuritySupport";"8";"1";"1";"214.00";"1"
"org.apache.tika.parser.txt.CharsetRecog_mbcs$CharsetRecog_big5";"8";"1";"1";"111.00";"1"
"org.apache.log4j.DefaultCategoryFactory";"8";"1";"1";"214.00";"1"
"org.apache.tika.parser.txt.CharsetRecog_mbcs$CharsetRecog_sjis";"8";"1";"1";"111.00";"1"
"org.apache.tika.parser.txt.CharsetRecog_mbcs$CharsetRecog_gb_18030";"8";"1";"1";"111.00";"1"
"javax.xml.parsers.SecuritySupport";"8";"1";"1";"214.00";"1"
"com.sun.org.apache.xerces.internal.dom.CharacterDataImpl$1";"8";"1";"1";"214.00";"1"
"org.apache.tika.parser.txt.CharsetRecog_mbcs$CharsetRecog_euc$CharsetRecog_euc_kr";"8";"1";"1";"111.00";"1"
"java.lang.ref.ReferenceQueue$Lock";"8";"1";"1";"214.00";"1"
"de.unibi.cebitec.bibiserv.search.Search";"8";"1";"1";"214.00";"1"
"org.apache.tika.config.LoadErrorHandler$1";"8";"1";"1";"213.00";"1"
"org.apache.log4j.or.DefaultRenderer";"8";"1";"1";"214.00";"1"
"java.util.jar.JarFile$JarFileEntry";"0";"0";"171";"0.00";"0"
"java.util.jar.JarFile$1";"0";"0";"1";"0.00";"0"
"java.util.jar.JarException";"0";"0";"1";"0.00";"0"
"java.util.concurrent.atomic.AtomicInteger";"0";"0";"1";"0.00";"0"
"java.util.concurrent.ConcurrentSkipListMap$Index[]";"0";"0";"5";"0.00";"0"
"java.util.concurrent.ConcurrentSkipListMap$Index";"0";"0";"79";"0.00";"0"
"java.util.WeakHashMap$EntrySet";"0";"0";"1";"0.00";"0"
"java.util.WeakHashMap$EntryIterator";"0";"0";"1";"0.00";"0"
"java.util.WeakHashMap$Entry";"0";"0";"167";"0.00";"0"
"java.util.Vector$1";"0";"0";"68";"0.00";"0"
"java.util.UUID";"0";"0";"1";"0.00";"0"
"java.util.TreeSet";"0";"0";"2";"0.00";"0"
"java.util.TreeMap$KeySet";"0";"0";"1";"0.00";"0"
"java.util.TreeMap$KeyIterator";"0";"0";"1";"0.00";"0"
"java.util.TreeMap$EntryIterator";"0";"0";"7062";"0.00";"0"
"java.util.TreeMap";"0";"0";"2";"0.00";"0"
"java.util.StringTokenizer";"0";"0";"216";"0.00";"0"
"java.util.Stack";"0";"0";"2";"0.00";"0"
"java.util.SimpleTimeZone";"0";"0";"1";"0.00";"0"
"java.util.ServiceLoader$LazyIterator";"0";"0";"1";"0.00";"0"
"java.util.ServiceLoader$1";"0";"0";"1";"0.00";"0"
"java.util.ServiceLoader";"0";"0";"1";"0.00";"0"
"java.util.ResourceBundle$LoaderReference";"0";"0";"1";"0.00";"0"
"java.util.ResourceBundle$CacheKey";"0";"0";"1";"0.00";"0"
"java.util.Properties$LineReader";"0";"0";"1";"0.00";"0"
"java.util.Locale$LocaleKey";"0";"0";"1";"0.00";"0"
"java.util.LinkedList$ListItr";"0";"0";"42";"0.00";"0"
"java.util.LinkedList";"0";"0";"3571";"0.00";"0"
"java.util.LinkedHashMap$ValueIterator";"0";"0";"70";"0.00";"0"
"java.util.LinkedHashMap$KeyIterator";"0";"0";"1682";"0.00";"0"
"java.util.LinkedHashMap$EntryIterator";"0";"0";"598";"0.00";"0"
"java.util.IdentityHashMap$KeyIterator";"0";"0";"1";"0.00";"0"
"java.util.Hashtable$Enumerator";"0";"0";"2";"0.00";"0"
"java.util.Hashtable$EntrySet";"0";"0";"1";"0.00";"0"
"java.util.HashMap$ValueIterator";"0";"0";"2";"0.00";"0"
"java.util.HashMap$KeySet";"0";"0";"727";"0.00";"0"
"java.util.HashMap$KeyIterator";"0";"0";"21";"0.00";"0"
"java.util.HashMap$EntrySet";"0";"0";"599";"0.00";"0"
"java.util.HashMap$EntryIterator";"0";"0";"25";"0.00";"0"
"java.util.Enumeration[]";"0";"0";"5";"0.00";"0"
"java.util.Currency$1";"0";"0";"1";"0.00";"0"
"java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$UnmodifiableEntry";"0";"0";"536";"0.00";"0"
"java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1";"0";"0";"1365";"0.00";"0"
"java.util.Collections$UnmodifiableCollection$1";"0";"0";"1";"0.00";"0"
"java.util.Collections$SynchronizedSet";"0";"0";"1";"0.00";"0"
"java.util.Collections$1";"0";"0";"20";"0.00";"0"
"java.util.Arrays$ArrayList";"0";"0";"93";"0.00";"0"
"java.util.ArrayList$SubList$1";"0";"0";"5078";"0.00";"0"
"java.util.ArrayList$SubList";"0";"0";"5071";"0.00";"0"
"java.util.ArrayList$ListItr";"0";"0";"1";"0.00";"0"
"java.util.ArrayList$Itr";"0";"0";"10885";"0.00";"0"
"java.util.AbstractList$Itr";"0";"0";"87";"0.00";"0"
"java.text.DecimalFormatSymbols";"0";"0";"1";"0.00";"0"
"java.text.DateFormatSymbols";"0";"0";"1";"0.00";"0"
"java.security.spec.X509EncodedKeySpec";"0";"0";"1";"0.00";"0"
"java.security.spec.DSAParameterSpec";"0";"0";"1";"0.00";"0"
"java.security.cert.X509Certificate[]";"0";"0";"2";"0.00";"0"
"java.security.cert.TrustAnchor";"0";"0";"1";"0.00";"0"
"java.security.cert.Certificate[]";"0";"0";"5";"0.00";"0"
"java.security.cert.CertificateFactory";"0";"0";"1";"0.00";"0"
"java.security.SignatureException";"0";"0";"1";"0.00";"0"
"java.security.Signature$Delegate";"0";"0";"1";"0.00";"0"
"java.security.SecureRandom";"0";"0";"1";"0.00";"0"
"java.security.PublicKey[]";"0";"0";"1";"0.00";"0"
"java.security.Provider$ServiceKey";"0";"0";"594";"0.00";"0"
"java.security.PrivilegedActionException";"0";"0";"1";"0.00";"0"
"java.security.MessageDigest$Delegate";"0";"0";"133";"0.00";"0"
"java.security.KeyFactory";"0";"0";"1";"0.00";"0"
"java.security.CodeSigner[]";"0";"0";"1";"0.00";"0"
"java.security.AlgorithmParameters";"0";"0";"1";"0.00";"0"
"java.nio.charset.CoderResult";"0";"0";"1";"0.00";"0"
"java.nio.HeapCharBuffer";"0";"0";"1664";"0.00";"0"
"java.nio.HeapByteBuffer";"0";"0";"1650";"0.00";"0"
"java.net.URL[]";"0";"0";"1";"0.00";"0"
"java.net.URLClassLoader$3$1";"0";"0";"5";"0.00";"0"
"java.net.URLClassLoader$3";"0";"0";"4";"0.00";"0"
"java.net.URLClassLoader$2";"0";"0";"15";"0.00";"0"
"java.net.URLClassLoader$1";"0";"0";"12";"0.00";"0"
"java.net.URL";"0";"0";"28";"0.00";"0"
"java.math.MutableBigInteger";"0";"0";"1";"0.00";"0"
"java.math.BigInteger";"0";"0";"1";"0.00";"0"
"java.lang.ref.WeakReference";"0";"0";"1";"0.00";"0"
"java.lang.ref.Finalizer";"0";"0";"446";"0.00";"0"
"java.lang.ThreadLocal$ThreadLocalMap$Entry";"0";"0";"1";"0.00";"0"
"java.lang.StringCoding$StringEncoder";"0";"0";"1";"0.00";"0"
"java.lang.StringCoding$StringDecoder";"0";"0";"945";"0.00";"0"
"java.lang.StringBuilder";"0";"0";"972546";"0.00";"0"
"java.lang.StringBuffer";"0";"0";"491202";"0.00";"0"
"java.lang.ProcessEnvironment$Variable";"0";"0";"1";"0.00";"0"
"java.lang.Object[][]";"0";"0";"5";"0.00";"0"
"java.lang.Number[]";"0";"0";"10";"0.00";"0"
"java.lang.NumberFormatException";"0";"0";"1";"0.00";"0"
"java.lang.NoSuchMethodException";"0";"0";"1";"0.00";"0"
"java.lang.Float";"0";"0";"4044";"0.00";"0"
"java.lang.Double";"0";"0";"45";"0.00";"0"
"java.lang.ClassNotFoundException";"0";"0";"7";"0.00";"0"
"java.lang.ClassLoader$3";"0";"0";"1";"0.00";"0"
"java.lang.ClassLoader$2";"0";"0";"2";"0.00";"0"
"java.lang.Class$4";"0";"0";"1";"0.00";"0"
"java.lang.Class$1";"0";"0";"2";"0.00";"0"
"java.lang.Boolean";"0";"0";"1";"0.00";"0"
"java.io.StringWriter";"0";"0";"1";"0.00";"0"
"java.io.StringReader";"0";"0";"1";"0.00";"0"
"java.io.StreamTokenizer";"0";"0";"1";"0.00";"0"
"java.io.SequenceInputStream";"0";"0";"4";"0.00";"0"
"java.io.PushbackInputStream";"0";"0";"15";"0.00";"0"
"java.io.InputStream[]";"0";"0";"1";"0.00";"0"
"java.io.InputStreamReader";"0";"0";"2";"0.00";"0"
"java.io.IOException";"0";"0";"1";"0.00";"0"
"java.io.FilePermission$1";"0";"0";"3";"0.00";"0"
"java.io.FilePermission";"0";"0";"2";"0.00";"0"
"java.io.FileInputStream";"0";"0";"1";"0.00";"0"
"java.io.FileDescriptor";"0";"0";"2";"0.00";"0"
"java.io.File";"0";"0";"23";"0.00";"0"
"java.io.ExpiringCache$Entry";"0";"0";"1";"0.00";"0"
"java.io.DataInputStream";"0";"0";"1";"0.00";"0"
"java.io.CharArrayWriter";"0";"0";"149";"0.00";"0"
"java.io.ByteArrayOutputStream";"0";"0";"107108";"0.00";"0"
"java.io.ByteArrayInputStream";"0";"0";"109";"0.00";"0"
"java.io.BufferedReader[]";"0";"0";"1";"0.00";"0"
"java.io.BufferedReader";"0";"0";"3";"0.00";"0"
"java.io.BufferedOutputStream";"0";"0";"370";"0.00";"0"
"java.io.BufferedInputStream";"0";"0";"654";"0.00";"0"
"java.awt.geom.RectIterator";"0";"0";"80";"0.00";"0"
"java.awt.geom.GeneralPath";"0";"0";"13789";"0.00";"0"
"java.awt.Toolkit$3";"0";"0";"1";"0.00";"0"
"java.awt.Toolkit$1";"0";"0";"1";"0.00";"0"
"java.awt.Rectangle";"0";"0";"77";"0.00";"0"
"java.awt.GraphicsEnvironment$1";"0";"0";"1";"0.00";"0"
"java.awt.Dimension";"0";"0";"76";"0.00";"0"
"int[][]";"0";"0";"7";"0.00";"0"
"de.unibi.cebitec.bibiserv.search.suffixtree.SuffixTreeConstructor";"0";"0";"35094";"0.00";"0"
"de.unibi.cebitec.bibiserv.search.suffixtree.SuffixTreeCharacter[]";"0";"0";"35152";"0.00";"0"
"de.unibi.cebitec.bibiserv.search.suffixtree.SuffixTree";"0";"0";"1";"0.00";"0"
"de.unibi.cebitec.bibiserv.search.index.SuffixTreeAppendSession";"0";"0";"1";"0.00";"0"
"de.unibi.cebitec.bibiserv.search.ProfilingTestClass";"0";"0";"1";"0.00";"0"
"com.sun.xml.internal.stream.util.BufferAllocator";"0";"0";"1";"0.00";"0"
"com.sun.xml.internal.stream.XMLEntityStorage";"0";"0";"1";"0.00";"0"
"com.sun.xml.internal.stream.Entity$ScannedEntity";"0";"0";"2";"0.00";"0"
"com.sun.security.sasl.Provider$1";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.xni.parser.XMLInputSource";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.xni.XNIException";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.xni.XMLString";"0";"0";"32";"0.00";"0"
"com.sun.org.apache.xerces.internal.xni.QName[]";"0";"0";"7";"0.00";"0"
"com.sun.org.apache.xerces.internal.xni.QName";"0";"0";"106";"0.00";"0"
"com.sun.org.apache.xerces.internal.utils.SecuritySupport$4";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.utils.SecuritySupport$3";"0";"0";"3";"0.00";"0"
"com.sun.org.apache.xerces.internal.utils.SecuritySupport$2";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.utils.SecuritySupport$1";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.XMLStringBuffer";"0";"0";"34";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl";"0";"0";"5";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute[]";"0";"0";"4";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute";"0";"0";"12";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.XMLAttributesImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.SymbolTable$Entry[]";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.SymbolTable$Entry";"0";"0";"44";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.SymbolTable";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.SecurityManager";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.NamespaceSupport";"0";"0";"3";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.EntityResolverWrapper";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.AugmentationsImpl$SmallContainer";"0";"0";"14";"0.00";"0"
"com.sun.org.apache.xerces.internal.util.AugmentationsImpl";"0";"0";"15";"0.00";"0"
"com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.parsers.DOMParser";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$LocatorProxy";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.validation.ValidationState";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.validation.ValidationManager";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.io.UTF8Reader";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLSimpleType";"0";"0";"4";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLEntityDecl";"0";"0";"3";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLElementDecl";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLAttributeDecl";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLVersionDetector";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLErrorReporter";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLEntityScanner";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLEntityManager$RewindableInputStream";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBuffer[]";"0";"0";"3";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBufferPool";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLEntityManager";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver";"0";"0";"3";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack";"0";"0";"3";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.NodeListCache";"0";"0";"3";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredTextImpl";"0";"0";"2340";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredElementImpl";"0";"0";"1737";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredDocumentImpl$RefCount";"0";"0";"75";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredDocumentImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredCommentImpl";"0";"0";"40";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredAttrImpl";"0";"0";"2070";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.AttributeMap";"0";"0";"1649";"0.00";"0"
"com.sun.crypto.provider.SunJCE$1";"0";"0";"1";"0.00";"0"
"com.oracle.security.ucrypto.NativeDigest$SHA1";"0";"0";"1";"0.00";"0"
"com.oracle.security.ucrypto.NativeDigest$MD5";"0";"0";"1";"0.00";"0"
"com.oracle.security.ucrypto.NativeDigest$DigestContextRef";"0";"0";"161";"0.00";"0"
"sun.util.resources.LocaleData$1";"0";"0";"1";"0.00";"0"
"sun.util.logging.LoggingSupport$2";"0";"0";"1";"0.00";"0"
"sun.util.locale.BaseLocale$Key";"0";"0";"1";"0.00";"0"
"sun.util.calendar.ZoneInfoFile$2";"0";"0";"1";"0.00";"0"
"sun.util.calendar.ZoneInfo";"0";"0";"1";"0.00";"0"
"sun.util.LocaleServiceProviderPool$1";"0";"0";"1";"0.00";"0"
"sun.security.x509.X509AttributeName";"0";"0";"4";"0.00";"0"
"sun.security.x509.X500Name";"0";"0";"1";"0.00";"0"
"sun.security.x509.RDN[]";"0";"0";"1";"0.00";"0"
"sun.security.x509.RDN";"0";"0";"1";"0.00";"0"
"sun.security.x509.KeyUsageExtension";"0";"0";"1";"0.00";"0"
"sun.security.x509.Extension";"0";"0";"1";"0.00";"0"
"sun.security.x509.CertificateVersion";"0";"0";"1";"0.00";"0"
"sun.security.x509.AlgorithmId[]";"0";"0";"1";"0.00";"0"
"sun.security.x509.AlgorithmId";"0";"0";"1";"0.00";"0"
"sun.security.x509.AVA[]";"0";"0";"1";"0.00";"0"
"sun.security.x509.AVA";"0";"0";"1";"0.00";"0"
"sun.security.util.SignatureFileVerifier";"0";"0";"1";"0.00";"0"
"sun.security.util.ObjectIdentifier";"0";"0";"2";"0.00";"0"
"sun.security.util.ManifestEntryVerifier";"0";"0";"2";"0.00";"0"
"sun.security.util.ManifestDigester$Position";"0";"0";"1";"0.00";"0"
"sun.security.util.ManifestDigester$Entry";"0";"0";"3";"0.00";"0"
"sun.security.util.ManifestDigester";"0";"0";"1";"0.00";"0"
"sun.security.util.DisabledAlgorithmConstraints$1";"0";"0";"1";"0.00";"0"
"sun.security.util.DerValue[]";"0";"0";"2";"0.00";"0"
"sun.security.util.DerValue";"0";"0";"5";"0.00";"0"
"sun.security.util.DerOutputStream";"0";"0";"2";"0.00";"0"
"sun.security.util.DerInputStream";"0";"0";"6";"0.00";"0"
"sun.security.util.Cache$EqualByteArray";"0";"0";"1";"0.00";"0"
"sun.security.util.BitArray";"0";"0";"1";"0.00";"0"
"sun.security.ssl.SunJSSE$1";"0";"0";"1";"0.00";"0"
"sun.security.smartcardio.SunPCSC$1";"0";"0";"1";"0.00";"0"
"sun.security.rsa.RSASignature$SHA1withRSA";"0";"0";"1";"0.00";"0"
"sun.security.rsa.RSAPublicKeyImpl";"0";"0";"1";"0.00";"0"
"sun.security.rsa.RSAPadding";"0";"0";"1";"0.00";"0"
"sun.security.provider.certpath.UntrustedChecker";"0";"0";"1";"0.00";"0"
"sun.security.provider.certpath.AlgorithmChecker";"0";"0";"1";"0.00";"0"
"sun.security.provider.X509Factory";"0";"0";"1";"0.00";"0"
"sun.security.provider.DSAPublicKey";"0";"0";"1";"0.00";"0"
"sun.security.provider.DSAParameters";"0";"0";"1";"0.00";"0"
"sun.security.pkcs11.wrapper.CK_MECHANISM";"0";"0";"134";"0.00";"0"
"sun.security.pkcs11.wrapper.CK_ATTRIBUTE[]";"0";"0";"131";"0.00";"0"
"sun.security.pkcs11.wrapper.CK_ATTRIBUTE";"0";"0";"382";"0.00";"0"
"sun.security.pkcs11.P11Signature";"0";"0";"1";"0.00";"0"
"sun.security.pkcs11.P11Key$P11SecretKey";"0";"0";"64";"0.00";"0"
"sun.security.pkcs11.P11Cipher$PKCS5Padding";"0";"0";"63";"0.00";"0"
"sun.security.pkcs11.P11Cipher";"0";"0";"66";"0.00";"0"
"sun.security.pkcs11.KeyCache$IdentityWrapper";"0";"0";"261";"0.00";"0"
"sun.security.pkcs.SignerInfo[]";"0";"0";"1";"0.00";"0"
"sun.security.pkcs.SignerInfo";"0";"0";"1";"0.00";"0"
"sun.security.pkcs.PKCS7";"0";"0";"1";"0.00";"0"
"sun.security.pkcs.ContentInfo";"0";"0";"1";"0.00";"0"
"sun.security.jgss.SunProvider$1";"0";"0";"1";"0.00";"0"
"sun.security.jca.ServiceId";"0";"0";"258";"0.00";"0"
"sun.security.jca.ProviderList$ServiceList$1";"0";"0";"68";"0.00";"0"
"sun.security.jca.ProviderList$ServiceList";"0";"0";"66";"0.00";"0"
"sun.security.jca.ProviderList$3";"0";"0";"1";"0.00";"0"
"sun.security.jca.ProviderList";"0";"0";"1";"0.00";"0"
"sun.security.jca.ProviderConfig[]";"0";"0";"1";"0.00";"0"
"sun.security.jca.ProviderConfig$2";"0";"0";"1";"0.00";"0"
"sun.security.jca.ProviderConfig";"0";"0";"1";"0.00";"0"
"sun.security.jca.GetInstance$Instance";"0";"0";"140";"0.00";"0"
"sun.security.ec.SunEC$1";"0";"0";"1";"0.00";"0"
"sun.security.action.LoadLibraryAction";"0";"0";"1";"0.00";"0"
"sun.security.action.GetPropertyAction";"0";"0";"1";"0.00";"0"
"sun.security.action.GetIntegerAction";"0";"0";"1";"0.00";"0"
"sun.security.action.GetBooleanAction";"0";"0";"1";"0.00";"0"
"sun.nio.cs.UTF_8$Encoder";"0";"0";"1";"0.00";"0"
"sun.nio.cs.UTF_8$Decoder";"0";"0";"2";"0.00";"0"
"sun.nio.cs.UTF_16BE$Decoder";"0";"0";"478";"0.00";"0"
"sun.nio.cs.US_ASCII$Decoder";"0";"0";"1";"0.00";"0"
"sun.nio.cs.Surrogate$Parser";"0";"0";"1";"0.00";"0"
"sun.nio.cs.StreamDecoder";"0";"0";"2";"0.00";"0"
"sun.nio.cs.ISO_8859_1$Encoder";"0";"0";"1";"0.00";"0"
"sun.nio.cs.ISO_8859_1$Decoder";"0";"0";"477";"0.00";"0"
"sun.net.www.protocol.jar.URLJarFile$URLJarFileEntry";"0";"0";"3";"0.00";"0"
"sun.net.www.protocol.jar.JarURLConnection$JarURLInputStream";"0";"0";"3";"0.00";"0"
"sun.net.www.protocol.jar.JarURLConnection";"0";"0";"3";"0.00";"0"
"sun.net.www.protocol.file.FileURLConnection";"0";"0";"8";"0.00";"0"
"sun.net.www.ParseUtil";"0";"0";"8";"0.00";"0"
"sun.net.www.MessageHeader";"0";"0";"8";"0.00";"0"
"sun.net.InetAddressCachePolicy$2";"0";"0";"1";"0.00";"0"
"sun.net.InetAddressCachePolicy$1";"0";"0";"1";"0.00";"0"
"sun.misc.URLClassPath$JarLoader$2";"0";"0";"9";"0.00";"0"
"sun.misc.URLClassPath$JarLoader$1";"0";"0";"1";"0.00";"0"
"sun.misc.URLClassPath$FileLoader$1";"0";"0";"1";"0.00";"0"
"sun.misc.URLClassPath$2";"0";"0";"2";"0.00";"0"
"sun.misc.URLClassPath$1";"0";"0";"4";"0.00";"0"
"sun.misc.FloatingDecimal";"0";"0";"329404";"0.00";"0"
"sun.misc.FileURLMapper";"0";"0";"1";"0.00";"0"
"sun.misc.CompoundEnumeration";"0";"0";"4";"0.00";"0"
"sun.misc.CEStreamExhausted";"0";"0";"2";"0.00";"0"
"sun.misc.BASE64Decoder";"0";"0";"2";"0.00";"0"
"short[][]";"0";"0";"2";"0.00";"0"
"org.xml.sax.SAXException";"0";"0";"1";"0.00";"0"
"org.xml.sax.InputSource";"0";"0";"2";"0.00";"0"
